fAx,H_1
40.5,-2.41269003091186e-08-3.71656662381282e-06i
40.7297451851468,-2.66300473122879e-08-3.74868419150113e-06i
40.9607936505429,-2.92430310171255e-08-3.78224114903574e-06i
41.1931527893331,-3.19742822804497e-08-3.81731234451192e-06i
41.4268300366013,-3.48330426981603e-08-3.85397847394731e-06i
41.6618328696088,-3.78294339500597e-08-3.8923263374463e-06i
41.898168808033,-4.09745477925948e-08-3.9324492505605e-06i
42.1358454142087,-4.42805747857463e-08-3.97444784640548e-06i
42.3748702933692,-4.77609684611744e-08-4.01843118309934e-06i
42.6152510938907,-5.14305436603662e-08-4.06451686106915e-06i
42.8569955075362,-5.53056954743052e-08-4.11283248522981e-06i
43.100111269702,-5.94045550564856e-08-4.16351611289866e-06i
43.3446061596651,-6.37473250835772e-08-4.2167186777312e-06i
43.5904880008321,-6.8356437061132e-08-4.27260389864029e-06i
43.8377646609899,-7.32569345890435e-08-4.33135062510592e-06i
44.0864440525568,-7.84768053454455e-08-4.39315412252398e-06i
44.3365341328362,-8.4047476065793e-08-4.45822879646761e-06i
44.5880429042712,-9.00042611931008e-08-4.52680975984005e-06i
44.8409784147002,-9.63869553580556e-08-4.59915539549478e-06i
45.0953487576149,-1.03240644518319e-07-4.67555153516033e-06i
45.3511620724193,-1.10616369055334e-07-4.7563129387927e-06i
45.6084265446896,-1.185723453905e-07-4.84178976950654e-06i
45.8671504064368,-1.27174941802394e-07-4.93236982686854e-06i
46.1273419363697,-1.36500417799994e-07-5.02848716112355e-06i
46.3890094601599,-1.46636353214228e-07-5.13062513590519e-06i
46.652161350708,-1.5768411052593e-07-5.23932746404528e-06i
46.9168060284121,-1.69761245766603e-07-5.35520519254619e-06i
47.1829519614366,-1.83004814477441e-07-5.47894841609042e-06i
47.4506076659836,-1.97575442152937e-07-5.61133998035712e-06i
47.719781706565,-2.13662238291884e-07-5.75327048352942e-06i
47.990482696277,-2.31489211575429e-07-5.90575861680941e-06i
48.2627192970755,-2.51323139891578e-07-6.06997373394316e-06i
48.5365002200531,-2.73483999461988e-07-6.2472667250764e-06i
48.8118342257182,-2.98357843201775e-07-6.43920364625099e-06i
49.0887301242747,-3.26414157987116e-07-6.64761250792378e-06i
49.3671967759049,-3.5822834571593e-07-6.87463940977068e-06i
49.647243091052,-3.94511545254219e-07-7.12281950300867e-06i
49.9288780307058,-4.36151354549578e-07-7.39517198380101e-06i
50.2121106066894,-4.84266467726973e-07-7.69531718648497e-06i
50.4969498819473,-5.40282622466198e-07-8.02763289576815e-06i
50.7834049708356,-6.0604000583227e-07-8.39746574716127e-06i
51.0714850394135,-6.83945400117141e-07-8.81140744975165e-06i
51.361199305737,-7.77194692609891e-07-9.27767686930616e-06i
51.6525570401533,-8.90104015759633e-07-9.80664961047297e-06i
51.9455675655975,-1.02861279811052e-06-1.04115981773888e-05i
52.2402402578917,-1.20107081681983e-06-1.11097569217699e-05i
52.5365845460438,-1.41950991729736e-06-1.19238944302968e-05i
52.8346099125502,-1.70175232357293e-06-1.28846212172709e-05i
53.1343258936988,-2.07507949921709e-06-1.40339684796902e-05i
53.435742079874,-2.5828638162361e-06-1.54309021442481e-05i
53.738868115864,-3.29724018750557e-06-1.71600575816134e-05i
54.0437137011692,-4.3448027403681e-06-1.9345423670741e-05i
54.3502885903122,-5.96252834207476e-06-2.21704101504854e-05i
54.6586025931508,-8.62955375438277e-06-2.58982785229784e-05i
54.968665575191,-1.34030333295791e-05-3.08349822455241e-05i
55.2804874579032,-2.2797474073569e-05-3.68497526758625e-05i
55.5940782190394,-4.23389547101318e-05-4.01473733856919e-05i
55.9094478929529,-7.21602841438376e-05-2.1354210623456e-05i
56.2266065709189,-6.8610625901619e-05+2.33723474502268e-05i
56.5455644014574,-3.8805685039141e-05+3.73132581247549e-05i
56.8663315906585,-2.10767100332552e-05+3.30210494407273e-05i
57.1889184025082,-1.25611438700005e-05+2.70821795270769e-05i
57.5133351592175,-8.17853484823644e-06+2.23217038879057e-05i
57.8395922415524,-5.70019958811971e-06+1.87322285201613e-05i
58.167700089166,-4.18246009670661e-06+1.60040100094196e-05i
58.4976692009325,-3.19237685232981e-06+1.3885170446659e-05i
58.8295101352837,-2.51338843159885e-06+1.22017930655056e-05i
59.1632335105461,-2.02870119820938e-06+1.08363020209771e-05i
59.4988500052809,-1.67123674443625e-06+9.70823956696808e-06i
59.8363703586262,-1.40039192023649e-06+8.76135659583551e-06i
60.1758053706399,-1.19048824189028e-06+7.95543475753953e-06i
60.5171659026456,-1.0246699019273e-06+7.26108006621223e-06i
60.8604628775805,-8.91515459127507e-07+6.65637304983172e-06i
61.2057072803442,-7.83069986851229e-07+6.1246617584637e-06i
61.5529101581506,-6.9365933747391e-07+5.65308358206431e-06i
61.9020826208816,-6.19151204503892e-07+5.23155399643686e-06i
62.2532358414423,-5.56480128665924e-07+4.85205670840449e-06i
62.6063810561183,-5.03334209901505e-07+4.50813572760886e-06i
62.9615295649357,-4.57944706150667e-07+4.19453246693185e-06i
63.3186927320226,-4.18941057732759e-07+3.90691837840103e-06i
63.6778819859726,-3.85248601509766e-07+3.64169077405569e-06i
64.0391088202101,-3.56016311103729e-07+3.39582298696524e-06i
64.4023847933591,-3.30564336370311e-07+3.16674862624662e-06i
64.767721529612,-3.08345316674761e-07+2.95226993202102e-06i
65.1351307191023,-2.88915932394205e-07+2.75048819092446e-06i
65.5046241182781,-2.71915336680632e-07+2.5597462152359e-06i
65.8762135502786,-2.57048971069113e-07+2.37858319697235e-06i
66.2499109053126,-2.44076366856121e-07+2.20569961529025e-06i
66.6257281410385,-2.32801475722815e-07+2.03992374077419e-06i
67.0036772829472,-2.23065634423437e-07+1.88018783987237e-06i
67.3837704247469,-2.14742064912665e-07+1.72550554800836e-06i
67.7660197287498,-2.0773179958849e-07+1.57495207330802e-06i
68.150437426262,-2.01960844526308e-07+1.42764820184916e-06i
68.5370358179738,-1.97378137444905e-07+1.28274083666027e-06i
68.9258272743544,-1.93954689655084e-07+1.13939102518729e-06i
69.3168242360467,-1.91683334525152e-07+9.96754657773455e-07i
69.7100392142664,-1.90579563637084e-07+8.53968094849518e-07i
70.1054847912015,-1.90683271594554e-07+7.10128993785583e-07i
70.5031736204153,-1.920617125785e-07+5.64276674979785e-07i
70.9031184272513,-1.9481390949752e-07+4.15368047957154e-07i
71.3053320092402,-1.99077005057195e-07+2.62248032693387e-07i
71.7098272365097,-2.05035059051041e-07+1.03617238253506e-07i
72.116617052196,-2.12931459112291e-07-6.20146276910877e-08i
72.5257144728581,-2.23086113892268e-07-2.36383121819741e-07i
72.9371325888944,-2.35919892858582e-07-4.2154472516501e-07i
73.3508845649613,-2.51989146223387e-07-6.19971554205332e-07i
73.7669836403948,-2.72036214395234e-07-8.34686789951731e-07i
74.1854431296338,-2.97063587512995e-07-1.06944529879327e-06i
74.6062764226465,-3.28446087650037e-07-1.32899114050444e-06i
75.0294969853584,-3.68104204771159e-07-1.61942528738858e-06i
75.4551183600836,-4.18779718360719e-07-1.94874488757173e-06i
75.883154165958,-4.84489760432909e-07-2.32766195074254e-06i
76.3136180993747,-5.7130057015359e-07-2.77086341643364e-06i
76.7465239344231,-6.88709156382646e-07-3.29903649780838e-06i
77.1818855233289,-8.52238170973129e-07-3.94222305647593e-06i
77.6197167968977,-1.08862076495576e-06-4.74560217192406e-06i
78.0600317649605,-1.44696763516611e-06-5.77987577424515e-06i
78.5028445168223,-2.02511817294235e-06-7.16052236051002e-06i
78.9481692217128,-3.03933007694463e-06-9.08334130845294e-06i
79.3960201292398,-5.0362121131983e-06-1.18769050517668e-05i
79.8464115698449,-9.64028661369672e-06-1.59137035072031e-05i
80.2993579552627,-2.20277464048767e-05-1.92028700045466e-05i
80.7548737789812,-4.15813284959369e-05-1.12262037683538e-06i
81.212973616706,-2.50888793843059e-05+2.20308508559743e-05i
81.6736721268268,-1.07833216825566e-05+1.98252115912199e-05i
82.1369840508859,-5.48274731893555e-06+1.5623341341474e-05i
82.6029242140505,-3.24276235495847e-06+1.26696511150736e-05i
83.0715075255869,-2.12695515783397e-06+1.06504351291046e-05i
83.5427489793372,-1.49900283242211e-06+9.21482463577129e-06i
84.0166636541996,-1.11283251431126e-06+8.15065163823238e-06i
84.4932667146107,-8.59093413408472e-07+7.33325548240883e-06i
84.9725734110305,-6.83647905094756e-07+6.68681453186332e-06i
85.4545990804309,-5.57340388147425e-07+6.16319932499186e-06i
85.9393591467859,-4.63385423443335e-07+5.73061453604056e-06i
86.4268691215655,-3.91581146129161e-07+5.36729689205468e-06i
86.9171446042319,-3.35444419903567e-07+5.05788823716729e-06i
87.4102012827388,-2.90698481871959e-07+4.79126035724698e-06i
87.9060549340331,-2.54430541790732e-07+4.55915940245398e-06i
88.4047214245601,-2.24602351203577e-07+4.3553423776893e-06i
88.9062167107708,-1.99752936219172e-07+4.17500012532684e-06i
89.4105568396328,-1.78813424378349e-07+4.01437226492116e-06i
89.9177579491439,-1.60987010152078e-07+3.870475350702e-06i
90.4278362688478,-1.45670014225949e-07+3.74091389674323e-06i
90.9408081203542,-1.32398237706386e-07+3.62374255843186e-06i
91.4566899178606,-1.20810007792015e-07+3.51736610244574e-06i
91.9754981686777,-1.10620089418439e-07+3.42046435399349e-06i
92.4972494737574,-1.01601023236546e-07+3.33193569241545e-06i
93.0219605282244,-9.35695815887973e-08+3.25085410597082e-06i
93.5496481219102,-8.63768495574166e-08+3.17643671240442e-06i
94.08032913989,-7.9900633566439e-08+3.10801649281256e-06i
94.6140205630237,-7.40399347899062e-08+3.04502296894317e-06i
95.1507394684986,-6.87106330507049e-08+2.98696587266481e-06i
95.6905030303761,-6.3842098585312e-08+2.93342140602625e-06i
96.2333285201416,-5.93746987733776e-08+2.88402276362727e-06i
96.7792333072564,-5.52577213797269e-08+2.83845113107013e-06i
97.3282348597142,-5.14477394366626e-08+2.7964284468626e-06i
97.8803507445995,-4.79073851790725e-08+2.75771235119523e-06i
98.43559862865,-4.46042700525358e-08+2.72209097159268e-06i
