fAx,H_1
40.5,-6.51417683861495e-08-4.33283606838809e-06i
40.7297451851468,-7.03412369586809e-08-4.38055937912596e-06i
40.9607936505429,-7.58226996161995e-08-4.43056277745123e-06i
41.1931527893331,-8.16105473194867e-08-4.48298388274874e-06i
41.4268300366013,-8.77318509994489e-08-4.53797244484206e-06i
41.6618328696088,-9.42166680916993e-08-4.59569120879007e-06i
41.898168808033,-1.01098418803911e-07-4.65631709480025e-06i
42.1358454142087,-1.08414379700143e-07-4.72004304147415e-06i
42.3748702933692,-1.16206299647144e-07-4.78708044015647e-06i
42.6152510938907,-1.24520918899525e-07-4.85766018040841e-06i
42.8569955075362,-1.33410816027867e-07-4.93203589464177e-06i
43.100111269702,-1.42935188352947e-07-5.01048584112377e-06i
43.3446061596651,-1.53161132364382e-07-5.09331802584304e-06i
43.5904880008321,-1.64164627814573e-07-5.18087173140893e-06i
43.8377646609899,-1.76032180878286e-07-5.27352310381504e-06i
44.0864440525568,-1.88862520316779e-07-5.37168948746158e-06i
44.3365341328362,-2.02768901653162e-07-5.47583649592179e-06i
44.5880429042712,-2.17881564235561e-07-5.58648379598693e-06i
44.8409784147002,-2.34350880482864e-07-5.70421318272668e-06i
45.0953487576149,-2.52351499922821e-07-5.82968015366915e-06i
45.3511620724193,-2.72086650075924e-07-5.96362210586724e-06i
45.6084265446896,-2.93794618619045e-07-6.10687609263076e-06i
45.8671504064368,-3.17755508930376e-07-6.26039124090169e-06i
46.1273419363697,-3.44301284227637e-07-6.42525394789628e-06i
46.3890094601599,-3.73826564750127e-07-6.60270641831596e-06i
46.652161350708,-4.06804483298945e-07-6.79418222995705e-06i
46.9168060284121,-4.43805322924022e-07-7.00133948545505e-06i
47.1829519614366,-4.85521706344e-07-7.22610787881332e-06i
47.4506076659836,-5.3280159482279e-07-7.47074709268165e-06i
47.719781706565,-5.86691504436725e-07-7.73791761824495e-06i
47.990482696277,-6.4849524921868e-07-8.03077472417602e-06i
48.2627192970755,-7.19852924450643e-07-8.35308499186486e-06i
48.5365002200531,-8.02851009754697e-07-8.70938326873125e-06i
48.8118342257182,-9.00174262502737e-07-9.10516910328602e-06i
49.0887301242747,-1.0153239164317e-06-9.5471765474777e-06i
49.3671967759049,-1.15293209206399e-06-1.00437293452249e-05i
49.647243091052,-1.31922573015841e-06-1.06052213320896e-05i
49.9288780307058,-1.52272931879081e-06-1.12447826828286e-05i
50.2121106066894,-1.77534741526363e-06-1.1979188009037e-05i
50.4969498819473,-2.09408622108544e-06-1.28301288977184e-05i
50.7834049708356,-2.5038771289886e-06-1.38260040369137e-05i
51.0714850394135,-3.0423517587961e-06-1.50043824973625e-05i
51.361199305737,-3.76824573329484e-06-1.64153142744057e-05i
51.6525570401533,-4.77680404732085e-06-1.81252939247741e-05i
51.9455675655975,-6.22926741016072e-06-2.02201879619096e-05i
52.2402402578917,-8.41174815155578e-06-2.27997349757464e-05i
52.5365845460438,-1.1856000697212e-05-2.59344264220314e-05i
52.8346099125502,-1.75778702079996e-05-2.94717717203353e-05i
53.1343258936988,-2.74065638012661e-05-3.22782422198245e-05i
53.435742079874,-4.32506644296849e-05-2.9867996873135e-05i
53.738868115864,-5.95988110189767e-05-1.2810334578496e-05i
54.0437137011692,-5.72869666276557e-05+1.42796818795313e-05i
54.3502885903122,-3.9758115185601e-05+2.79143577750983e-05i
54.6586025931508,-2.50811871537338e-05+2.86822912616357e-05i
54.968665575191,-1.62293267996414e-05+2.55390064042976e-05i
55.2804874579032,-1.10622598357489e-05+2.20377738468073e-05i
55.5940782190394,-7.92278677604123e-06+1.9006650094022e-05i
55.9094478929529,-5.91427833633026e-06+1.65237801416931e-05i
56.2266065709189,-4.56644716131573e-06+1.4505508194461e-05i
56.5455644014574,-3.62411929008757e-06+1.28533132633248e-05i
56.8663315906585,-2.94215003281243e-06+1.14850654908903e-05i
57.1889184025082,-2.43406966723997e-06+1.03377504965089e-05i
57.5133351592175,-2.04612970073004e-06+9.36399166951698e-06i
57.8395922415524,-1.74366554499049e-06+8.52820189633875e-06i
58.167700089166,-1.50357477486222e-06+7.80341862646197e-06i
58.4976692009325,-1.31001729761536e-06+7.16898912668779e-06i
58.8295101352837,-1.15185582145406e-06+6.60889517481259e-06i
59.1632335105461,-1.021085239575e-06+6.11056111070568e-06i
59.4988500052809,-9.11838619652417e-07+5.66399832249959e-06i
59.8363703586262,-8.19739141672658e-07+5.26117670659397e-06i
60.1758053706399,-7.41471583274255e-07+4.89557574761494e-06i
60.5171659026456,-6.74489386497393e-07+4.5618457947004e-06i
60.8604628775805,-6.16812049793312e-07+4.25555638905756e-06i
61.2057072803442,-5.66881693577337e-07+3.97300296433967e-06i
61.5529101581506,-5.23460636491525e-07+3.71106060194334e-06i
61.9020826208816,-4.85557095870635e-07+3.46707208909478e-06i
62.2532358414423,-4.52370142584626e-07+3.23875870556715e-06i
62.6063810561183,-4.23248455001378e-07+3.02414797517544e-06i
62.9615295649357,-3.97659711388408e-07+2.82151901844681e-06i
63.3186927320226,-3.75167238633131e-07+2.62935815769266e-06i
63.6778819859726,-3.55411770661793e-07+2.44631961122893e-06i
64.0391088202101,-3.38097787888205e-07+2.27119601848186e-06i
64.4023847933591,-3.22982889393985e-07+2.1028932178949e-06i
64.767721529612,-3.09869472404358e-07+1.94040734816308e-06i
65.1351307191023,-2.98598531537591e-07+1.78280679872824e-06i
65.5046241182781,-2.89044864938223e-07+1.62921446511471e-06i
65.8762135502786,-2.81113677185837e-07+1.47879245245068e-06i
66.2499109053126,-2.74738372167393e-07+1.33072931981124e-06i
66.6257281410385,-2.69879162934052e-07+1.18422369642714e-06i
67.0036772829472,-2.66522890432281e-07+1.03847192100478e-06i
67.3837704247469,-2.64683746839861e-07+8.92653031662101e-07i
67.7660197287498,-2.64405138133432e-07+7.45912646824979e-07i
68.150437426262,-2.65762837849418e-07+5.97346923777808e-07i
68.5370358179738,-2.68869734737069e-07+4.45979234530586e-07i
68.9258272743544,-2.73882535850042e-07+2.90740082369991e-07i
69.3168242360467,-2.81011202461574e-07+1.30434597382039e-07i
69.7100392142664,-2.90531823487923e-07-3.62909719405951e-08i
70.1054847912015,-3.02804488577768e-07-2.10995642046061e-07i
70.5031736204153,-3.18297972496733e-07-3.95500748194139e-07i
70.9031184272513,-3.37624395431678e-07-5.91965692101324e-07i
71.3053320092402,-3.61588589165492e-07-8.02989312843237e-07i
71.7098272365097,-3.91258649929337e-07-1.03174048997437e-06i
72.116617052196,-4.28070477158278e-07-1.28214503121128e-06i
72.5257144728581,-4.73983642548003e-07-1.55913785154126e-06i
72.9371325888944,-5.3172188514904e-07-1.86902728924202e-06i
73.3508845649613,-6.05151058135597e-07-2.22001177735438e-06i
73.7669836403948,-6.99896793676857e-07-2.62295442339336e-06i
74.1854431296338,-8.24384396921763e-07-3.09254094840627e-06i
74.6062764226465,-9.91667631110142e-07-3.64907304629185e-06i
75.0294969853584,-1.22279727230818e-06-4.32129156674772e-06i
75.4551183600836,-1.55337869547628e-06-5.15088922113572e-06i
75.883154165958,-2.0472013779816e-06-6.19969927504473e-06i
76.3136180993747,-2.8267634316549e-06-7.56024903456007e-06i
76.7465239344231,-4.14773039861346e-06-9.36551105161588e-06i
77.1818855233289,-6.59592524307749e-06-1.17579793406983e-05i
77.6197167968977,-1.16104768579185e-05-1.45406231958933e-05i
78.0600317649605,-2.21178027548847e-05-1.48456459350352e-05i
78.5028445168223,-3.42717157163654e-05-1.47250434016437e-06i
78.9481692217128,-2.62134214390544e-05+1.64803579955663e-05i
79.3960201292398,-1.3873358976473e-05+1.85955829953945e-05i
79.8464115698449,-7.64488003244315e-06+1.59698640272542e-05i
80.2993579552627,-4.67154550064565e-06+1.34150312164603e-05i
80.7548737789812,-3.11025372498923e-06+1.1464360697839e-05i
81.212973616706,-2.20846897696397e-06+1.00041200274618e-05i
81.6736721268268,-1.64600776876715e-06+8.89109030169562e-06i
82.1369840508859,-1.27336874256547e-06+8.02192893814885e-06i
82.6029242140505,-1.01440177612119e-06+7.32736886096933e-06i
83.0715075255869,-8.27365246340224e-07+6.76093396153717e-06i
83.5427489793372,-6.87947853333277e-07+6.29082740176125e-06i
84.0166636541996,-5.81255965422024e-07+5.89476297971411e-06i
84.4932667146107,-4.9777267178045e-07+5.55675110483348e-06i
84.9725734110305,-4.3119410479538e-07+5.26506164423467e-06i
85.4545990804309,-3.77214395315271e-07+5.01091502914668e-06i
85.9393591467859,-3.32813690897463e-07+4.7876231372721e-06i
86.4268691215655,-2.95823926459748e-07+4.59000609487902e-06i
86.9171446042319,-2.64656608979329e-07+4.41399445862686e-06i
87.4102012827388,-2.38126706860732e-07+4.25634993320843e-06i
87.9060549340331,-2.15335471853228e-07+4.11446354532347e-06i
88.4047214245601,-1.95591627346558e-07+3.98621312052095e-06i
88.9062167107708,-1.78356143534515e-07+3.86985398942065e-06i
89.4105568396328,-1.63203902505939e-07+3.76394110555514e-06i
89.9177579491439,-1.49795742140774e-07+3.66726681417764e-06i
90.4278362688478,-1.37858444692848e-07+3.57881541443357e-06i
90.9408081203542,-1.27169817861797e-07+3.49772685365099e-06i
91.4566899178606,-1.17547636967322e-07+3.42326897448953e-06i
91.9754981686777,-1.08841225440974e-07+3.35481513787326e-06i
92.4972494737574,-1.00925030367864e-07+3.29182646447523e-06i
93.0219605282244,-9.36936801970845e-08+3.23383771547236e-06i
93.5496481219102,-8.70581942454882e-08+3.18044637768187e-06i
94.08032913989,-8.09428307158027e-08+3.13130238577308e-06i
94.6140205630237,-7.52827804154729e-08+3.08610128506614e-06i
95.1507394684986,-7.00222367500755e-08+3.04457789231253e-06i
95.6905030303761,-6.51127816620157e-08+3.00650059105478e-06i
96.2333285201416,-6.05122211346437e-08+2.97166776393534e-06i
96.7792333072564,-5.61835169839374e-08+2.93990388740248e-06i
97.3282348597142,-5.209391412309e-08+2.91105637505516e-06i
97.8803507445995,-4.82143036645767e-08+2.88499357975271e-06i
98.43559862865,-4.45185895072522e-08+2.86160239947676e-06i
98.9939962788222,-4.09832163184577e-08+2.84078673882262e-06i
99.5555615628591,-3.75867231730231e-08+2.82246596748719e-06i
100.120312449863,-3.43094419941103e-08+2.80657411542876e-06i
100.688267010869,-3.11330422833028e-08+2.79305829426724e-06i
101.259443419425,-2.8040529296782e-08+2.7818792177558e-06i
101.833859952172,-2.50155841062949e-08+2.77300902974437e-06i
102.411534989429,-2.20427808832751e-08+2.76643259549521e-06i
102.992487015783,-1.91069509430396e-08+2.76214608332808e-06i
103.576734620676,-1.6193441749679e-08+2.76015787664178e-06i
104.164296499005,-1.32873631252465e-08+2.76048800278661e-06i
104.755191451717,-1.03739884646332e-08+2.76316884545724e-06i
105.349438386412,-7.43800423566835e-09+2.76824558377952e-06i
105.947056317948,-4.46369041926156e-09+2.775776684315e-06i
106.548064369047,-1.43454201493943e-09+2.78583471145663e-06i
107.152481770911,1.66713927048412e-09+2.79850809154764e-06i
107.760327863835,4.86022970124465e-09+2.81390144117296e-06i
108.371622097824,8.16525613296865e-09+2.83213749284888e-06i
108.986384033219,1.16048853145914e-08+2.8533597769778e-06i
109.604633341323,1.52042097276037e-08+2.87773419282032e-06i
110.226389805025,1.89913257801035e-08+2.90545206508348e-06i
110.85167331944,2.29978984269484e-08+2.93673300253729e-06i
111.480503892542,2.72601129995992e-08+2.97183042980401e-06i
112.112901645802,3.18194220190673e-08+3.01103512705938e-06i
112.748886814838,3.6723748880442e-08+3.05468156167936e-06i
113.388479750057,4.20288212964426e-08+3.10315426157145e-06i
114.031700917309,4.7800191328761e-08+3.15689878063194e-06i
114.67857089854,5.4115242579375e-08+3.21643031141075e-06i
115.329110392452,6.10661168693215e-08+3.28234754038202e-06i
115.983340215166,6.87633768556125e-08+3.3553490214687e-06i
116.641281300886,7.73407575122073e-08+3.43625365583749e-06i
117.302954702571,8.69613935486334e-08+3.52602651380017e-06i
117.968381592606,9.78262455739157e-08+3.62581325332959e-06i
118.637583263481,1.10184696036954e-07+3.73697791695298e-06i
119.310581128475,1.24350255768332e-07+3.8611637531787e-06i
119.987396722335,1.40720809140773e-07+4.00036063267032e-06i
120.668051701971,1.59807493275315e-07+4.15699974679894e-06i
121.352567847145,1.82277182785392e-07+4.33409213970111e-06i
122.040967061172,2.09010778162912e-07+4.53539178473265e-06i
122.733271371615,2.41193104781856e-07+4.76565086390634e-06i
123.429502930997,2.80447990308923e-07+5.03097151853725e-06i
124.129684017502,3.29047244623535e-07+5.33930705562888e-06i
124.833837035695,3.90248739486261e-07+5.70122437578013e-06i
125.541984517234,4.68852038791297e-07+6.1310336071099e-06i
126.254149121595,5.72173287679602e-07+6.64864565653411e-06i
126.970353636792,7.1178391557279e-07+7.28246330445148e-06i
127.690620980111,9.06871493530932e-07+8.07445364733565e-06i
128.414974198842,1.19107053108787e-06+9.08897983772795e-06i
129.143436471013,1.62765575599811e-06+1.04294752532591e-05i
129.876031106137,2.346743115807e-06+1.22709715989408e-05i
130.612781545954,3.64933082548238e-06+1.49265944982853e-05i
131.353711365184,6.35010440129884e-06+1.89704382524339e-05i
132.098844272278,1.31512026104694e-05+2.52067736294935e-05i
132.84820411018,3.40149565511949e-05+2.97430537387244e-05i
133.601814857086,5.75177689398801e-05-8.21734640222736e-06i
134.359700627217,2.50274786335672e-05-2.84942531880848e-05i
135.121885671584,1.0288729514305e-05-2.1769808346487e-05i
135.888394378769,5.28222404153604e-06-1.62605875813237e-05i
136.659251275703,3.15774398085769e-06-1.27241338662057e-05i
137.434481028453,2.08412009054134e-06-1.03644621926048e-05i
138.214108443007,1.47179656851507e-06-8.70298537625843e-06i
138.998158466072,1.09111024750196e-06-7.47893796107929e-06i
139.786656185871,8.38765057394314e-07-6.54415565667115e-06i
140.579626832944,6.63019452315118e-07-5.80969557519633e-06i
141.377095780959,5.35710331969115e-07-5.219390001195e-06i
142.17908854752,4.40471618986978e-07-4.73622186317874e-06i
142.985630794985,3.67270892123402e-07-4.33488720821046e-06i
143.796748331289,3.09681533160535e-07-3.99756358603708e-06i
144.612467110768,2.63429789301525e-07-3.71138254974536e-06i
145.432813234987,2.25578397333061e-07-3.46685690266103e-06i
146.257812953582,1.94047412927412e-07-3.25687407474158e-06i
147.087492665093,1.67323635144219e-07-3.0760493017466e-06i
147.921878917812,1.44273975653993e-07-2.92027512059446e-06i
148.760998410632,1.24024416573985e-07-2.78642582362366e-06i
149.604877993903,1.05876176485694e-07-2.67214963589934e-06i
150.453544670287,8.92462321424411e-08-2.57573601229531e-06i
151.307025595627,7.36200827745887e-08-2.49602681648756e-06i
152.165348079812,5.85133362463745e-08-2.43238272145072e-06i
153.028539587652,4.34306939571776e-08-2.38467281203502e-06i
153.896627739758,2.78216982702481e-08-2.35332196660405e-06i
154.769640313426,1.10210139714246e-08-2.3394069775968e-06i
155.647605243522,-7.84034288094034e-09-2.34483042974793e-06i
156.530550623382,-2.99756191418004e-08-2.37261444780476e-06i
157.418504705705,-5.7187060963465e-08-2.42739081484315e-06i
158.311495903462,-9.23109555624511e-08-2.51623440538873e-06i
159.2095527908,-1.40085732243245e-07-2.65012104311974e-06i
160.112704103962,-2.0898846975217e-07-2.84663744487686e-06i
161.020978742202,-3.15462526965282e-07-3.13525462337986e-06i
161.934405768712,-4.948739420918e-07-3.56835796462164e-06i
162.85301441155,-8.34512374798027e-07-4.24574281121317e-06i
163.77683406458,-1.5952405216756e-06-5.3673066178266e-06i
164.705894288405,-3.78814406867611e-06-7.23512204716538e-06i
165.64022481132,-1.15180186618271e-05-7.28307862315102e-06i
166.579855530259,-1.17086616521362e-05+6.29807993808571e-06i
167.524816511753,-3.85342602777012e-06+6.39393740039309e-06i
168.475137992893,-1.61872445032339e-06+4.51150611942334e-06i
169.430850382296,-8.4837903856879e-07+3.37647751154224e-06i
170.391984261078,-5.06577534971927e-07+2.68881751145313e-06i
171.358570383833,-3.27288175891002e-07+2.24643229223841e-06i
172.330639679618,-2.21813946584333e-07+1.94843621743347e-06i
173.308223252943,-1.54310479345388e-07+1.74194598212763e-06i
174.291352384763,-1.08140470912696e-07+1.59726832704415e-06i
175.280058533482,-7.47331694289036e-08+1.49673904227905e-06i
176.274373335959,-4.92897546293488e-08+1.42939070134169e-06i
177.27432860852,-2.89223484705238e-08+1.38823686653062e-06i
178.279956347975,-1.17694783346257e-08+1.36881931132193e-06i
179.291288732644,3.46427186221867e-09+1.36839640645032e-06i
180.308358123387,1.77685307693356e-08+1.38549627003616e-06i
181.331197064636,3.19934256941199e-08+1.41969046721698e-06i
182.359838285438,4.69778266030245e-08+1.47152570071684e-06i
183.394314700506,6.36762182117165e-08+1.5425966544977e-06i
184.434659411265,8.3322219183095e-08+1.63578326508179e-06i
185.480905706917,1.07683394509544e-07+1.75571549904662e-06i
186.533087065505,1.39518829756689e-07+1.90963338488334e-06i
187.591237154983,1.83480364906802e-07+2.10896316513725e-06i
188.655389834294,2.48059885331824e-07+2.37232401320082e-06i
189.725579154453,3.50263969707172e-07+2.73164634930052e-06i
190.801839359636,5.2838657476863e-07+3.24556149761832e-06i
191.884204888278,8.83504916807628e-07+4.03098132557915e-06i
192.972710374174,1.75039420751322e-06+5.33474250381133e-06i
194.067390647587,4.63977391886862e-06+7.44947613444039e-06i
195.168280736359,1.40268598080231e-05+3.68155396005995e-06i
196.275415867039,7.01564842233323e-06-6.56087809172154e-06i
197.388831466006,2.35858496904405e-06-4.53284437110491e-06i
198.5085631606,1.11933417437829e-06-2.93082859910493e-06i
199.634646780268,6.64783280902885e-07-1.95773537345548e-06i
200.767118357706,4.58157156720931e-07-1.30255728369983e-06i
201.906014130014,3.52956567896918e-07-8.12552113382699e-07i
203.051370539854,2.97946834028581e-07-4.10977013148883e-07i
204.203224236619,2.72291347321108e-07-5.425607240611e-08i
205.361612077602,2.67136088538901e-07+2.86372997410832e-07i
206.526571129178,2.79504966610325e-07+6.33627499948639e-07i
207.698138667988,3.10360939820109e-07+1.00945472897187e-06i
208.876352182134,3.64704369333792e-07+1.43952705123643e-06i
210.061249372377,4.53620125142327e-07+1.9589781184902e-06i
211.252868153346,5.99919519560346e-07+2.62209723133607e-06i
212.451246654745,8.53121811407308e-07+3.52190801553312e-06i
213.656423222581,1.33418392952018e-06+4.83461358591819e-06i
214.868436420385,2.39825117178341e-06+6.92919091798773e-06i
216.08732503045,5.42055894257542e-06+1.05850092378962e-05i
217.313128055067,1.76129499980408e-05+1.47053945557435e-05i
218.545884717779,2.81362621795882e-05-1.26879524912895e-05i
219.785634464632,8.2575607049613e-06-1.56835162175838e-05i
221.032416965439,3.18820497561266e-06-1.11983486900792e-05i
222.286272115048,1.6279521345428e-06-8.62979906674376e-06i
223.547240034619,9.74863531068236e-07-7.10210283249918e-06i
224.815361072911,6.43578283805172e-07-6.11190495902092e-06i
226.090675807566,4.52893395552778e-07-5.4267540824088e-06i
227.373225046415,3.32887178478863e-07-4.93005012493827e-06i
228.663049828778,2.52123761184045e-07-4.55792881847099e-06i
229.960191426781,1.94806741628636e-07-4.27280535094177e-06i
231.264691346676,1.52295712253085e-07-4.05127510029345e-06i
232.576591330166,1.19533799201222e-07-3.87810587902416e-06i
233.895933355745,9.33906162061976e-08-3.74304944734489e-06i
235.222759640039,7.18308143153843e-08-3.63904947199124e-06i
236.557112639156,5.34695161842679e-08-3.56119112148003e-06i
237.899035050046,3.73193335242059e-08-3.50605748545672e-06i
239.248569811869,2.26404606969561e-08-3.47133615819757e-06i
240.605760107364,8.84408687895706e-09-3.45556964507117e-06i
241.970649364234,-4.57206725492006e-09-3.45801127822138e-06i
243.343281256537,-1.8073121379589e-08-3.47854994878443e-06i
244.72369970608,-3.21296531587849e-08-3.51769480525664e-06i
246.111948883828,-4.726093524224e-08-3.57661502643806e-06i
247.508073211313,-6.40871586367062e-08-3.65724225187456e-06i
248.91211736206,-8.3400970182827e-08-3.76245537442758e-06i
250.324126263013,-1.06273812470055e-07-3.89637639206563e-06i
251.744145095976,-1.34228652019334e-07-4.0648527469418e-06i
253.172219299055,-1.69532789204721e-07-4.27622997615135e-06i
254.608394568114,-2.15726800155378e-07-4.54264311893681e-06i
256.052716858237,-2.78637306249478e-07-4.88224947479491e-06i
257.505232385198,-3.68456009589163e-07-5.32327847354503e-06i
258.965987626941,-5.04410447582988e-07-5.91193725838777e-06i
260.435029325066,-7.26429940412631e-07-6.72890696430111e-06i
261.912404486326,-1.12885584301318e-06-7.9273280932345e-06i
263.398160384127,-1.97901341263784e-06-9.82873164876246e-06i
264.892344560047,-4.2697081874109e-06-1.31595784241666e-05i
266.395004825353,-1.33368692818599e-05-1.83906254654628e-05i
267.906189262533,-3.18682410037432e-05+3.26095352365927e-06i
269.425946226832,-9.57894900430455e-06+1.22369747107362e-05i
270.9543243478,-3.5324251370297e-06+7.09406885525402e-06i
272.491372530852,-1.8937066397895e-06+4.01332145480851e-06i
274.037139958827,-1.32585477416378e-06+1.98457791257e-06i
275.591676093566,-1.18421742559734e-06+3.47812585296962e-07i
277.155030677493,-1.37292042772093e-06-1.30404772580716e-06i
278.727253735205,-2.15306478726031e-06-3.42377545854245e-06i
280.308395575078,-5.00753802624445e-06-6.74939154311199e-06i
281.89850679087,-1.78192177123969e-05-6.56278982754895e-06i
283.497638263346,-1.19148781814289e-05+1.25543397049297e-05i
285.105841161902,-3.51791411683753e-06+9.42063319493556e-06i
286.723166946202,-1.56150504306204e-06+6.81134350610791e-06i
288.34966736783,-8.81563539578389e-07+5.32135054022094e-06i
289.985394471939,-5.70753066112919e-07+4.37907465868992e-06i
291.630400598922,-4.02551203033404e-07+3.7290689342999e-06i
293.284738386084,-3.00758337796002e-07+3.25193523346022e-06i
294.948460769324,-2.34108876830281e-07+2.88561506365939e-06i
296.621620984835,-1.87860720629668e-07+2.59481670494584e-06i
298.304272570803,-1.54313151169086e-07+2.35798693022751e-06i
299.99646936912,-1.29114434118874e-07+2.16119116278771e-06i
301.69826552711,-1.09648024981988e-07+1.99500035099217e-06i
303.409715499258,-9.42594359788728e-08+1.85278977575239e-06i
305.130874048954,-8.18581827449071e-08+1.72975811126785e-06i
306.861796250248,-7.16999174362697e-08+1.62233177819716e-06i
308.602537489605,-6.32617128295015e-08+1.52779565591313e-06i
310.353153467687,-5.61663878727964e-08+1.44404328911576e-06i
312.113700201127,-5.01359142222503e-08+1.36941433713369e-06i
313.884234024326,-4.49614661126741e-08+1.30258268311024e-06i
315.664811591253,-4.04833346282672e-08+1.24247370345415e-06i
317.455489877262,-3.65776197789073e-08+1.18820847883237e-06i
319.256326180909,-3.31468162164585e-08+1.13906024393082e-06i
321.067378125791,-3.01132697121853e-08+1.09442335293912e-06i
322.888703662386,-2.74144012648866e-08+1.05378877611158e-06i
