fAx,H_1
40.5,-4.94911394879746e-09-3.53899006908567e-06i
40.5982093069107,-6.06192326381504e-09-3.54800784521292e-06i
40.6966567636477,-7.18824898291648e-09-3.5571836679071e-06i
40.7953429477056,-8.32844468649657e-09-3.56652006205612e-06i
40.8942684379792,-9.48289821132374e-09-3.57601980118474e-06i
40.9934338147672,-1.06520209343637e-08-3.58568582837051e-06i
41.0928396597756,-1.1836201226033e-08-3.5955208646228e-06i
41.1924865561208,-1.30358632444119e-08-3.60552789587344e-06i
41.2923750883333,-1.42514325509817e-08-3.61570988278032e-06i
41.392505842361,-1.54833727463574e-08-3.6260700675678e-06i
41.4928794055728,-1.67321245112059e-08-3.63661146087949e-06i
41.5934963667617,-1.79981803493828e-08-3.6473374696199e-06i
41.6943573161488,-1.92820234465874e-08-3.65825137402201e-06i
41.795462845386,-2.05841653084786e-08-3.6693566489144e-06i
41.8968135475603,-2.19051210391514e-08-3.68065674847969e-06i
41.9984100171967,-2.32454227775562e-08-3.6921552164271e-06i
42.1002528502619,-2.46056466532922e-08-3.70385591824694e-06i
42.2023426441679,-2.5986361585492e-08-3.71576259531813e-06i
42.3046799977751,-2.73881549295894e-08-3.72787908519736e-06i
42.4072655113964,-2.8811662184642e-08-3.74020956938698e-06i
42.5100997868002,-3.0257498070411e-08-3.75275798085386e-06i
42.6131834272142,-3.17263270587014e-08-3.76552860346022e-06i
42.7165170373289,-3.32188509860178e-08-3.77852596576457e-06i
42.8201012233012,-3.47357522454277e-08-3.79175434562034e-06i
42.9239365927577,-3.62777819866067e-08-3.80521852111479e-06i
43.0280237547986,-3.78456729024161e-08-3.81892301928264e-06i
43.132363320001,-3.94402137454568e-08-3.83287275182606e-06i
43.2369559004227,-4.10622375201417e-08-3.84707291281854e-06i
43.3418021096057,-4.27125607096188e-08-3.86152843532328e-06i
43.4469025625797,-4.43920772157853e-08-3.87624481150309e-06i
43.5522578758658,-4.61016651004331e-08-3.89122726970202e-06i
43.6578686674803,-4.78422844646144e-08-3.90648162097144e-06i
43.7637355569379,-4.96148982980526e-08-3.92201356244442e-06i
43.8698591652558,-5.14205054763063e-08-3.93782895550892e-06i
43.9762401149568,-5.32601779766599e-08-3.95393414319217e-06i
44.0828790300736,-5.51349931576228e-08-3.97033535468408e-06i
44.1897765361519,-5.70460891165296e-08-3.987039167721e-06i
44.2969332602545,-5.89946108221281e-08-4.00405204247806e-06i
44.4043498309647,-6.09818224810923e-08-4.02138128133419e-06i
44.5120268783899,-6.30089641630297e-08-4.03903377114772e-06i
44.6199650341657,-6.5077362600145e-08-4.05701693785053e-06i
44.7281649314592,-6.71883990932959e-08-4.07533845026107e-06i
44.8366272049729,-6.93434907924553e-08-4.09400605017002e-06i
44.9453524909486,-7.15441334613723e-08-4.11302790288806e-06i
45.0543414271707,-7.37918851248419e-08-4.13241244378375e-06i
45.1635946529703,-7.6088368714797e-08-4.1521683852236e-06i
45.2731128092287,-7.84352331355726e-08-4.17230436201588e-06i
45.3828965383814,-8.08342622735682e-08-4.19282985382404e-06i
45.4929464844219,-8.3287250246883e-08-4.21375409372044e-06i
45.6032632929049,-8.57961593738804e-08-4.23508739831937e-06i
45.7138476109509,-8.83629694089662e-08-4.25683985893257e-06i
45.8247000872495,-9.09897228753931e-08-4.27902170980168e-06i
45.9358213720634,-9.36786257787355e-08-4.30164415115284e-06i
46.0472121172319,-9.64319586068134e-08-4.32471857349342e-06i
46.1588729761753,-9.92520814240755e-08-4.34825656964257e-06i
46.270804603898,-1.02141486791855e-07-4.37227035473975e-06i
46.3830076569931,-1.05102757201764e-07-4.39677237444293e-06i
46.4954827936456,-1.08138621330972e-07-4.4217757428972e-06i
46.6082306736369,-1.11251937889314e-07-4.44729406740761e-06i
46.7212519583478,-1.14445673640857e-07-4.47334123270491e-06i
46.8345473107634,-1.17722965879812e-07-4.49993187337434e-06i
46.9481173954762,-1.21087105611858e-07-4.52708119021012e-06i
47.0619628786904,-1.245415451708e-07-4.55480496437639e-06i
47.1760844282256,-1.28089846158069e-07-4.58311909438325e-06i
47.2904827135209,-1.31735875530401e-07-4.61204110939496e-06i
47.4051584056386,-1.35483533171e-07-4.64158794611357e-06i
47.5201121772685,-1.39337085869793e-07-4.67177853148411e-06i
47.6353447027315,-1.43300918579783e-07-4.7026317553178e-06i
47.7508566579836,-1.47379645722963e-07-4.73416728035622e-06i
47.86664872062,-1.51578159975772e-07-4.7664058478763e-06i
47.982721569879,-1.55901617354071e-07-4.79936907477992e-06i
48.0990758866462,-1.60355412979616e-07-4.8330791914927e-06i
48.2157123534579,-1.64945276241952e-07-4.86755967258153e-06i
48.3326316545058,-1.69677294186503e-07-4.90283530810799e-06i
48.4498344756406,-1.74557728287532e-07-4.93893073775608e-06i
48.5673215043763,-1.7959344885396e-07-4.97587356357994e-06i
48.6850934298937,-1.84791413605395e-07-5.01369038195264e-06i
48.8031509430452,-1.9015929580848e-07-5.0524112604135e-06i
48.9214947363582,-1.95704990618519e-07-5.09206599018605e-06i
49.0401255040395,-2.01436952945913e-07-5.13268639724734e-06i
49.1590439419795,-2.07364096431805e-07-5.17430544903467e-06i
49.2782507477557,-2.13495977209255e-07-5.21695837314251e-06i
49.3977466206374,-2.19842637247667e-07-5.26068137081563e-06i
49.5175322615896,-2.26414739727728e-07-5.30551236971697e-06i
49.6376083732771,-2.33223734273561e-07-5.35149192582338e-06i
49.7579756600683,-2.40281746848099e-07-5.39866222211244e-06i
49.8786348280401,-2.47601566798263e-07-5.44706675612205e-06i
49.9995865849812,-2.55197006868593e-07-5.4967524525907e-06i
50.1208316403969,-2.6308267020231e-07-5.54776781478979e-06i
50.2423707055128,-2.71274212228764e-07-5.60016431682583e-06i
50.3642044932792,-2.79788284441878e-07-5.65399568587528e-06i
50.4863337183754,-2.88642912173627e-07-5.7093199056106e-06i
50.6087590972136,-2.97857016281483e-07-5.76619579426556e-06i
50.7314813479432,-3.07451168148209e-07-5.82468727907239e-06i
50.8545011904552,-3.17447351502624e-07-5.88486138322619e-06i
50.9778193463862,-3.27869081292135e-07-5.94678843083215e-06i
51.1014365391228,-3.38741795472488e-07-6.01054379452601e-06i
