fAx,H_1
40.5,-8.94606210239734e-08-4.97062161016193e-06i
40.7297451851468,-9.58605143181386e-08-5.04113728239489e-06i
40.9607936505429,-1.02688795238213e-07-5.11537583662237e-06i
41.1931527893331,-1.09988432509825e-07-5.19360339912181e-06i
41.4268300366013,-1.17807925601827e-07-5.27611335430242e-06i
41.6618328696088,-1.26202109117894e-07-5.36322914690998e-06i
41.898168808033,-1.35233134210203e-07-5.45530783563722e-06i
42.1358454142087,-1.44971715393398e-07-5.55274499496914e-06i
42.3748702933692,-1.55498679354392e-07-5.65598094855843e-06i
42.6152510938907,-1.66906558364828e-07-5.76550538459425e-06i
42.8569955075362,-1.79301842083872e-07-5.88186595965335e-06i
43.100111269702,-1.9280741283184e-07-6.00567556295615e-06i
43.3446061596651,-2.07566040667959e-07-6.13762564709609e-06i
43.5904880008321,-2.2374390667784e-07-6.2784950441993e-06i
43.8377646609899,-2.41535654826835e-07-6.42916674097746e-06i
44.0864440525568,-2.61170283801241e-07-6.59064449005288e-06i
44.3365341328362,-2.82918954358673e-07-6.76407630696589e-06i
44.5880429042712,-3.0710435893543e-07-6.95077893241295e-06i
44.8409784147002,-3.34112920205667e-07-7.15226994141878e-06i
45.0953487576149,-3.64410986577906e-07-7.37031095026914e-06i
45.3511620724193,-3.98564539230628e-07-7.60695173506482e-06i
45.6084265446896,-4.37267054087903e-07-7.86459976349833e-06i
45.8671504064368,-4.8137412346078e-07-8.1460921102725e-06i
46.1273419363697,-5.31952854232052e-07-8.45480638126033e-06i
46.3890094601599,-5.90345420554987e-07-8.79478106611875e-06i
46.652161350708,-6.58260868546344e-07-9.17089768202986e-06i
46.9168060284121,-7.3790015393231e-07-9.58910032824668e-06i
47.1829519614366,-8.32136412767562e-07-1.0056701703069e-05i
47.4506076659836,-9.44776583215254e-07-1.05827972557908e-05i
47.719781706565,-1.08094786456963e-06-1.11788295632719e-05i
47.990482696277,-1.24768575762304e-06-1.18593870946764e-05i
48.2627192970755,-1.45484672152974e-06-1.26433311578064e-05i
48.5365002200531,-1.71657412841361e-06-1.35554444274825e-05i
48.8118342257182,-2.05371816484916e-06-1.46288402113757e-05i
49.0887301242747,-2.49800226511618e-06-1.59086085547172e-05i
49.3671967759049,-3.09949290632473e-06-1.74573558462045e-05i
49.647243091052,-3.94067794601356e-06-1.93636749091328e-05i
49.9288780307058,-5.16457534038518e-06-2.17548111173683e-05i
50.2121106066894,-7.03455873860789e-06-2.48133359012342e-05i
50.4969498819473,-1.00710274906479e-05-2.87873158852892e-05i
50.7834049708356,-1.53840257135692e-05-3.39241784701667e-05i
51.0714850394135,-2.54794850282622e-05-3.99314887798085e-05i
51.361199305737,-4.54393196162133e-05-4.29086621804437e-05i
51.6525570401533,-7.53608937615385e-05-2.53424847920346e-05i
51.9455675655975,-7.67617858117537e-05+1.97271487520217e-05i
52.2402402578917,-4.69923446672119e-05+3.92647975969556e-05i
52.5365845460438,-2.62943219757476e-05+3.67960964801153e-05i
52.8346099125502,-1.58013817081916e-05+3.07872946335655e-05i
53.1343258936988,-1.03039787392459e-05+2.55783683481843e-05i
53.435742079874,-7.17729629096552e-06+2.15396882007359e-05i
53.738868115864,-5.25980126955012e-06+1.84312590289218e-05i
54.0437137011692,-4.00924982510601e-06+1.60017436329887e-05i
54.3502885903122,-3.15239653638034e-06+1.40649096266644e-05i
54.6586025931508,-2.54141794823202e-06+1.24908164480021e-05i
54.968665575191,-2.09132267265846e-06+1.11890251602434e-05i
55.2804874579032,-1.75066741802161e-06+1.00956889603624e-05i
55.5940782190394,-1.48692911282207e-06+9.164856554575e-06i
55.9094478929529,-1.27877697924602e-06+8.36281437450824e-06i
56.2266065709189,-1.11176812902851e-06+7.66434742519337e-06i
56.5455644014574,-9.75852935414658e-07+7.05026791747156e-06i
56.8663315906585,-8.63868157045093e-07+6.50572979073525e-06i
57.1889184025082,-7.70603012882958e-07+6.01909134782899e-06i
57.5133351592175,-6.92193167881013e-07+5.58108337455501e-06i
57.8395922415524,-6.25727789561033e-07+5.1842460639822e-06i
58.167700089166,-5.68980913596359e-07+4.82249974416781e-06i
58.4976692009325,-5.20228570075496e-07+4.49083923145632e-06i
58.8295101352837,-4.78119777007775e-07+4.18510017381314e-06i
59.1632335105461,-4.4158508341165e-07+3.90178511010792e-06i
59.4988500052809,-4.097704262217e-07+3.63793056927116e-06i
59.8363703586262,-3.81988015109296e-07+3.39099877557714e-06i
60.1758053706399,-3.57680701331614e-07+3.1587992025585e-06i
60.5171659026456,-3.36394804436322e-07+2.93942265569886e-06i
60.8604628775805,-3.17759689998825e-07+2.7311895486595e-06i
61.2057072803442,-3.01472052865837e-07+2.5326060472643e-06i
61.5529101581506,-2.87284021631998e-07+2.34232907998468e-06i
61.9020826208816,-2.7499411021772e-07+2.15913795698911e-06i
62.2532358414423,-2.64440221993728e-07+1.98190902788783e-06i
62.6063810561183,-2.55494320535301e-07+1.80959216203572e-06i
62.9615295649357,-2.48058686096754e-07+1.64119209880328e-06i
63.3186927320226,-2.42063318252368e-07+1.47575115942163e-06i
63.6778819859726,-2.37464291638506e-07+1.31232993331736e-06i
64.0391088202101,-2.34243260208749e-07+1.14999105599622e-06i
64.4023847933591,-2.32407921937054e-07+9.87781876606735e-07i
64.767721529612,-2.31993557612741e-07+8.24714562939182e-07i
65.1351307191023,-2.33065852483109e-07+6.59745913734218e-07i
65.5046241182781,-2.35725226938267e-07+4.9175226376162e-07i
65.8762135502786,-2.40113124308054e-07+3.19500812678078e-07i
66.2499109053126,-2.46420762715221e-07+1.4161675690685e-07i
66.6257281410385,-2.54901447161862e-07-4.3462588178858e-08i
67.0036772829472,-2.65887532209163e-07-2.37540539094492e-07i
67.3837704247469,-2.79814190894847e-07-4.42731917406429e-07i
67.7660197287498,-2.97252995566217e-07-6.61556062466011e-07i
68.150437426262,-3.18959697449023e-07-8.97057935174343e-07i
68.5370358179738,-3.45944429701445e-07-1.15298064358779e-06i
68.9258272743544,-3.79574639395046e-07-1.43399144436012e-06i
69.3168242360467,-4.21732692610461e-07-1.74601517484722e-06i
69.7100392142664,-4.7505976765839e-07-2.09670228139903e-06i
70.1054847912015,-5.43347675658043e-07-2.49612723178634e-06i
70.5031736204153,-6.32187434218051e-07-2.95783969899242e-06i
70.9031184272513,-7.50087200181243e-07-3.50050366363767e-06i
71.3053320092402,-9.10488774431952e-07-4.15053268988402e-06i
71.7098272365097,-1.13559771156543e-06-4.94644865621664e-06i
72.116617052196,-1.46415286408148e-06-5.94641006109348e-06i
72.5257144728581,-1.96842327266345e-06-7.24155869569729e-06i
72.9371325888944,-2.795085827562e-06-8.98004267073819e-06i
73.3508845649613,-4.27542020324815e-06-1.14067880589463e-05i
73.7669836403948,-7.26475965358689e-06-1.48896440114727e-05i
74.1854431296338,-1.42993418391743e-05-1.94864670124972e-05i
74.6062764226465,-3.19297458701876e-05-1.95633654058403e-05i
75.0294969853584,-4.52292850599613e-05+8.84666137624052e-06i
75.4551183600836,-2.35961678228488e-05+2.4950878630148e-05i
75.883154165958,-1.08672717133899e-05+2.13908625608759e-05i
76.3136180993747,-5.85561662742411e-06+1.71247530783676e-05i
76.7465239344231,-3.59332516482084e-06+1.40938822640024e-05i
77.1818855233289,-2.41460766940815e-06+1.1972817259095e-05i
77.6197167968977,-1.73050274044456e-06+1.04360093748726e-05i
78.0600317649605,-1.30042769625256e-06+9.28044093369301e-06i
78.5028445168223,-1.01316080406935e-06+8.38316055036102e-06i
78.9481692217128,-8.12002151844275e-07+7.66756138601806e-06i
79.3960201292398,-6.65722785732064e-07+7.08407976763644e-06i
79.8464115698449,-5.56022986401311e-07+6.59947232074761e-06i
80.2993579552627,-4.71621386001388e-07+6.19070580149317e-06i
80.7548737789812,-4.05263658508178e-07+5.84135773505354e-06i
81.212973616706,-3.5211720059142e-07+5.5394279557859e-06i
81.6736721268268,-3.08863445182562e-07+5.2759538585233e-06i
82.1369840508859,-2.73163018517456e-07+5.04411161824041e-06i
82.6029242140505,-2.43329062923048e-07+4.83861934048223e-06i
83.0715075255869,-2.18120364768825e-07+4.65532552529028e-06i
83.5427489793372,-1.9660747360544e-07+4.49092514955113e-06i
84.0166636541996,-1.78082972128248e-07+4.34275333932832e-06i
84.4932667146107,-1.62000950924943e-07+4.20864028675895e-06i
84.9725734110305,-1.4793453003296e-07+4.08680108724017e-06i
85.4545990804309,-1.35545947544563e-07+3.97575444861788e-06i
85.9393591467859,-1.24565184776463e-07+3.8742623894371e-06i
86.4268691215655,-1.14774131210829e-07+3.78128190782376e-06i
86.9171446042319,-1.05995031598081e-07+3.69592899933103e-06i
87.4102012827388,-9.80818155286728e-08+3.61745038602038e-06i
87.9060549340331,-9.09134075450477e-08+3.54519998472315e-06i
88.4047214245601,-8.43888069048496e-08+3.47862221017531e-06i
88.9062167107708,-7.84230641103759e-08+3.41723636509002e-06i
89.4105568396328,-7.29443370820325e-08+3.36062604837796e-06i
89.9177579491439,-6.78914020688007e-08+3.30842876804581e-06i
90.4278362688478,-6.3211794790763e-08+3.26032866970921e-06i
90.9408081203542,-5.88602623011868e-08+3.21604992384075e-06i
91.4566899178606,-5.47975494867407e-08+3.1753516258482e-06i
91.9754981686777,-5.09893878933804e-08+3.13802330023024e-06i
92.4972494737574,-4.74056701340379e-08+3.10388118626947e-06i
93.0219605282244,-4.40197766123769e-08+3.07276522456032e-06i
93.5496481219102,-4.08080456357612e-08+3.04453679494778e-06i
94.08032913989,-3.77492467154143e-08+3.01907607953559e-06i
94.6140205630237,-3.48242295708258e-08+2.99628071891709e-06i
95.1507394684986,-3.20155834546966e-08+2.97606430268029e-06i
95.6905030303761,-2.93073107112823e-08+2.95835491802701e-06i
96.2333285201416,-2.66846218042375e-08+2.94309454205843e-06i
96.7792333072564,-2.41336908920247e-08+2.93023810925001e-06i
97.3282348597142,-2.16414393380464e-08+2.91975287792284e-06i
97.8803507445995,-1.91953920548788e-08+2.91161822236543e-06i
98.43559862865,-1.67834818417555e-08+2.90582526246511e-06i
98.9939962788222,-1.4393904012127e-08+2.90237683969164e-06i
99.5555615628591,-1.20149454282904e-08+2.90128757187637e-06i
100.120312449863,-9.63487371481979e-09+2.90258410287886e-06i
100.688267010869,-7.24168038661044e-09+2.90630555418896e-06i
101.259443419425,-4.82312488300776e-09+2.91250381463979e-06i
101.833859952172,-2.36624869498384e-09+2.92124488058259e-06i
102.411534989429,1.42466065363322e-10+2.93260893992045e-06i
102.992487015783,2.71765046017624e-09+2.94669277311866e-06i
103.576734620676,5.37489241546442e-09+2.96360931114651e-06i
104.164296499005,8.13150141048002e-09+2.98349216976849e-06i
104.755191451717,1.10062789679875e-08+3.00649426481307e-06i
105.349438386412,1.40204065798771e-08+3.03279393801912e-06i
105.947056317948,1.71975099784297e-08+3.06259510585299e-06i
106.548064369047,2.05643291851693e-08+3.09613178732742e-06i
107.152481770911,2.41515456033592e-08+3.13367436162118e-06i
107.760327863835,2.79942386182238e-08+3.17553143994966e-06i
108.371622097824,3.21330113388448e-08+3.22205752596701e-06i
108.986384033219,3.66153466645055e-08+3.27366235578741e-06i
109.604633341323,4.14969326608858e-08+3.33081810447536e-06i
110.226389805025,4.68436379302459e-08+3.39407143908524e-06i
110.85167331944,5.2733850490701e-08+3.4640564005284e-06i
111.480503892542,5.92618866286427e-08+3.54151514860313e-06i
112.112901645802,6.65417972326873e-08+3.62731672338406e-06i
112.748886814838,7.47127824890573e-08+3.72248557947266e-06i
113.388479750057,8.39461102935028e-08+3.82823495407172e-06i
114.031700917309,9.44550251566828e-08+3.94601683979684e-06i
114.67857089854,1.06507264053717e-07+4.07757612392584e-06i
115.329110392452,1.20442976768216e-07+4.2250291885732e-06i
115.983340215166,1.3669965978274e-07+4.39096673809796e-06i
116.641281300886,1.55847692597655e-07+4.5785927966525e-06i
117.302954702571,1.78641952559315e-07+4.79191555419058e-06i
117.968381592606,2.06098839494499e-07+5.0360179649961e-06i
118.637583263481,2.39611439727988e-07+5.31742720039772e-06i
119.310581128475,2.8113275723033e-07+5.64468323413671e-06i
119.987396722335,3.33466505739636e-07+6.02915474996146e-06i
120.668051701971,4.00752794099664e-07+6.48630568672902e-06i
121.352567847145,4.89315957794916e-07+7.03773912366616e-06i
122.040967061172,6.09193352478959e-07+7.71447934779684e-06i
122.733271371615,7.77092867392417e-07+8.56271684189975e-06i
123.429502930997,1.02248552631224e-06+9.65418950091701e-06i
124.129684017502,1.40126763054634e-06+1.11061505010975e-05i
124.833837035695,2.02992207018501e-06+1.31227972166806e-05i
125.541984517234,3.1836916354495e-06+1.6087855798221e-05i
126.254149121595,5.63833866536019e-06+2.07848907344793e-05i
126.970353636792,1.22111434452229e-05+2.88125277351563e-05i
127.690620980111,3.65566178635256e-05+3.90550041303932e-05i
128.414974198842,7.38070946142104e-05-1.41241792673244e-05i
129.143436471013,2.47370822083657e-05-3.52186214939121e-05i
129.876031106137,9.25230814475105e-06-2.43590010082234e-05i
130.612781545954,4.61317547472288e-06-1.76345200922468e-05i
131.353711365184,2.72543372662836e-06-1.36209904845831e-05i
132.098844272278,1.78851091016109e-06-1.10219896080578e-05i
132.84820411018,1.25905924435933e-06-9.21951953502037e-06i
133.601814857086,9.31625837702537e-07-7.90310160926677e-06i
134.359700627217,7.15283037569234e-07-6.90323737369697e-06i
