f1,f2,f3,f4,f5,f6,f7,f8
43.1806304472888,17.4726232121656,15.1700916753856,3.76002929935303,0.772072886819601,-9.61984015050668,3.02279849573288,-10.4307227301178
42.763017328051,2.66203504056239,15.1841927417404,-2.90509384145432,0.57854148087022,-11.7124789323966,3.08045771649148,-10.4747890971071
42.8526665663549,17.4203716233598,0.567655349186482,3.3953235116448,-8.02195386448051,-13.4031342471858,-10.73300055433,-21.7106038666742
43.1718263134822,17.4716894230482,15.107229194638,3.7454143550222,0.713481669445648,-9.68355940529405,2.84015568021194,-10.6167408656171
28.6073859000988,17.4683929432297,15.1624647587613,-3.77696268689371,-4.63262899546124,-17.7629049763107,3.00607893557555,-12.5668294968161
43.0343790771929,17.4720354093764,14.9973613994367,3.57369032649289,0.56232052202569,-9.94289600646177,2.41161437693825,-11.0298564137654
43.1527145367085,17.4647184560052,15.1605236152673,3.73366187506895,0.715135839058588,-9.69683619357175,2.98176489410173,-10.5461218834541
43.1498363439052,17.5274299273732,14.9552154623807,3.63040964379444,0.669328267638125,-9.88447178522027,2.89169937265661,-10.6461134319747
43.163391097591,17.4712821839518,15.042237827236,3.73367294243178,0.664234284220913,-9.73050243844654,2.67729608337209,-10.7814418893415
43.1802449314525,17.4724176980533,15.1682488754697,3.75811823945002,0.769444607671211,-9.62556153088857,3.01749139458473,-10.4375358691206
43.1806304481607,17.4726232054523,15.1700916832241,3.76002926764759,0.772072918625101,-9.61984014745074,3.02279850996224,-10.4307227299261
43.1806304144426,17.4726232088904,15.1700916636152,3.76002929474368,0.772072867473184,-9.61984017817487,3.02279858760419,-10.4307227315492
40.2684189841591,14.6943941321197,12.3333927176997,1.00616750101343,-1.97688448465424,-12.3520774254256,0.21923095851274,-13.1896032902538
38.8269588138392,13.3193578133532,10.9287890304144,-0.356994122943243,-3.33785442945693,-13.7048760427421,-1.16953051842205,-14.5563386376376
39.8952371436488,14.0174774266247,29.9420138720697,0.710534673565226,8.01736458775905,-8.58282179791392,16.7577410426625,0.0517932754661162
