14.506,4.3622,60.195,39.516,61.549,61.555,80.733,89.849
14.508,4.3694,60.197,39.526,61.555,61.558,80.735,89.853
14.511,4.3765,60.199,39.535,61.56,61.56,80.738,89.856
14.513,4.3836,60.201,39.544,61.565,61.562,80.74,89.86
14.516,4.3906,60.203,39.554,61.57,61.564,80.743,89.863
14.518,4.3975,60.205,39.563,61.576,61.566,80.745,89.866
14.52,4.4044,60.207,39.572,61.581,61.569,80.747,89.869
14.523,4.4111,60.209,39.581,61.586,61.571,80.749,89.873
14.525,4.4179,60.211,39.59,61.591,61.573,80.752,89.876
14.527,4.4245,60.213,39.598,61.596,61.575,80.754,89.879
14.525,4.4179,60.211,39.59,61.591,61.573,80.752,89.876
14.527,4.4246,60.213,39.598,61.596,61.575,80.754,89.879
14.525,4.418,60.211,39.59,61.591,61.573,80.752,89.876
14.527,4.4246,60.213,39.598,61.596,61.575,80.754,89.879
14.525,4.418,60.211,39.59,61.591,61.573,80.752,89.876
14.527,4.4247,60.213,39.599,61.596,61.575,80.754,89.879
14.525,4.4181,60.211,39.59,61.591,61.573,80.752,89.876
14.527,4.4248,60.213,39.599,61.596,61.575,80.754,89.879
14.525,4.4182,60.211,39.59,61.591,61.573,80.752,89.876
14.527,4.4248,60.213,39.599,61.596,61.575,80.754,89.879
14.525,4.4182,60.211,39.59,61.591,61.573,80.752,89.876
14.527,4.4249,60.213,39.599,61.596,61.575,80.754,89.879
14.525,4.4183,60.211,39.59,61.591,61.573,80.752,89.876
14.527,4.4249,60.213,39.599,61.596,61.575,80.754,89.879
14.525,4.4184,60.211,39.59,61.591,61.573,80.752,89.876
14.527,4.425,60.213,39.599,61.596,61.575,80.754,89.879
14.524,4.4184,60.211,39.59,61.591,61.572,80.752,89.876
14.527,4.4251,60.213,39.599,61.596,61.575,80.754,89.879
14.524,4.4185,60.211,39.59,61.591,61.572,80.752,89.876
14.527,4.4251,60.213,39.599,61.596,61.574,80.754,89.879
14.524,4.4185,60.211,39.59,61.591,61.572,80.752,89.876
14.527,4.4252,60.213,39.599,61.596,61.574,80.754,89.879
14.524,4.4186,60.211,39.59,61.591,61.572,80.752,89.876
14.527,4.4252,60.212,39.599,61.596,61.574,80.754,89.879
14.524,4.4187,60.211,39.59,61.591,61.572,80.751,89.876
14.527,4.4253,60.212,39.599,61.596,61.574,80.754,89.879
14.524,4.4187,60.211,39.59,61.591,61.572,80.751,89.876
14.527,4.4254,60.212,39.599,61.596,61.574,80.754,89.879
14.524,4.4188,60.211,39.59,61.591,61.572,80.751,89.876
14.526,4.4254,60.212,39.599,61.596,61.574,80.754,89.879
14.524,4.4188,60.211,39.59,61.591,61.572,80.751,89.876
14.526,4.4255,60.212,39.599,61.596,61.574,80.754,89.879
14.524,4.4189,60.211,39.59,61.591,61.572,80.751,89.876
14.526,4.4255,60.212,39.599,61.596,61.574,80.754,89.879
14.524,4.419,60.211,39.59,61.591,61.572,80.751,89.876
14.526,4.4256,60.212,39.599,61.596,61.574,80.754,89.879
14.524,4.419,60.21,39.59,61.591,61.572,80.751,89.876
14.526,4.4257,60.212,39.599,61.596,61.574,80.754,89.879
14.524,4.4191,60.21,39.59,61.591,61.572,80.751,89.876
14.526,4.4257,60.212,39.599,61.596,61.574,80.754,89.879
14.524,4.4191,60.21,39.59,61.591,61.572,80.751,89.876
14.526,4.4258,60.212,39.599,61.596,61.574,80.754,89.879
14.524,4.4192,60.21,39.591,61.591,61.572,80.751,89.876
14.526,4.4258,60.212,39.599,61.596,61.574,80.754,89.879
14.524,4.4193,60.21,39.591,61.591,61.572,80.751,89.876
14.526,4.4259,60.212,39.599,61.596,61.574,80.754,89.879
14.524,4.4193,60.21,39.591,61.591,61.572,80.751,89.876
14.526,4.426,60.212,39.599,61.596,61.574,80.754,89.879
14.524,4.4194,60.21,39.591,61.591,61.572,80.751,89.876
14.526,4.426,60.212,39.599,61.596,61.574,80.753,89.879
14.524,4.4194,60.21,39.591,61.591,61.572,80.751,89.876
14.526,4.4261,60.212,39.599,61.596,61.574,80.753,89.879
14.524,4.4195,60.21,39.591,61.591,61.572,80.751,89.876
14.526,4.4261,60.212,39.599,61.596,61.574,80.753,89.879
14.524,4.4196,60.21,39.591,61.591,61.572,80.751,89.876
14.526,4.4262,60.212,39.599,61.596,61.574,80.753,89.879
14.524,4.4196,60.21,39.591,61.591,61.572,80.751,89.875
14.526,4.4263,60.212,39.599,61.596,61.574,80.753,89.879
14.523,4.4197,60.21,39.591,61.591,61.572,80.751,89.875
14.526,4.4263,60.212,39.6,61.596,61.574,80.753,89.879
14.523,4.4197,60.21,39.591,61.591,61.572,80.751,89.875
14.526,4.4264,60.212,39.6,61.596,61.574,80.753,89.879
14.523,4.4198,60.21,39.591,61.591,61.572,80.751,89.875
14.526,4.4264,60.212,39.6,61.596,61.574,80.753,89.879
14.523,4.4199,60.21,39.591,61.591,61.572,80.751,89.875
14.526,4.4265,60.212,39.6,61.596,61.574,80.753,89.878
14.523,4.4199,60.21,39.591,61.591,61.572,80.751,89.875
14.525,4.4265,60.212,39.6,61.596,61.574,80.753,89.878
14.523,4.42,60.21,39.591,61.591,61.572,80.751,89.875
14.525,4.4266,60.212,39.6,61.595,61.574,80.753,89.878
14.523,4.42,60.21,39.591,61.591,61.571,80.751,89.875
14.525,4.4267,60.212,39.6,61.595,61.573,80.753,89.878
14.523,4.4201,60.21,39.591,61.591,61.571,80.751,89.875
14.525,4.4267,60.212,39.6,61.595,61.573,80.753,89.878
14.523,4.4202,60.21,39.591,61.591,61.571,80.751,89.875
14.525,4.4268,60.212,39.6,61.595,61.573,80.753,89.878
14.523,4.4202,60.21,39.591,61.59,61.571,80.751,89.875
14.525,4.4268,60.212,39.6,61.595,61.573,80.753,89.878
14.523,4.4203,60.21,39.591,61.59,61.571,80.751,89.875
14.525,4.4269,60.212,39.6,61.595,61.573,80.753,89.878
14.523,4.4203,60.21,39.591,61.59,61.571,80.751,89.875
14.525,4.4269,60.212,39.6,61.595,61.573,80.753,89.878
14.523,4.4204,60.21,39.591,61.59,61.571,80.751,89.875
14.525,4.427,60.211,39.6,61.595,61.573,80.753,89.878
14.522,4.4204,60.21,39.591,61.59,61.571,80.751,89.875
14.525,4.427,60.211,39.6,61.595,61.573,80.753,89.878
14.522,4.4205,60.21,39.591,61.59,61.571,80.751,89.875
14.524,4.4271,60.211,39.6,61.595,61.573,80.753,89.878
14.522,4.4205,60.209,39.591,61.59,61.571,80.751,89.875
14.524,4.4271,60.211,39.6,61.595,61.573,80.753,89.878
