f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15
4.05602752990967e-06-8.80464185511732e-07i,-1.57034840149241e-05-4.90560550476841e-07i,-3.82328116539698e-06-1.90624568955931e-06i,-8.99192964685149e-06+1.83083691284009e-06i,2.00732001728265e-05+5.18825347526028e-07i,1.09992941514643e-06-7.52891540976515e-07i,-1.15056413488622e-05-7.65843608104342e-08i,9.5208742949101e-07+1.09799155922125e-06i,-9.74227494911453e-06+1.23060010213656e-06i,5.41181298659473e-06+6.29119823479338e-06i,1.66818638464142e-05-6.05195770295495e-07i,-4.36255942348684e-08-1.24610754065902e-06i,-1.18373848236562e-06-1.05129313635375e-06i,-8.41208546760798e-06-7.65970719336277e-08i,-5.78051415723943e-08+4.17454234618266e-07i
1.47197941249728e-05-8.07321661582208e-07i,-7.33432934234216e-05-3.80971909164635e-07i,-1.03575363747809e-05+1.93272144849291e-06i,-1.01203002870762e-05+4.64999198979426e-06i,6.55433244112422e-05+1.0448841624481e-06i,4.12347647244023e-06-3.92983059048762e-06i,-3.44486167081766e-05-6.35712566343982e-07i,6.48143299325204e-06-5.39460197583858e-06i,-2.9782628426961e-05-7.47883942897946e-07i,4.38970066926696e-05+4.06498404442492e-07i,8.61463117274608e-06-8.93147936638179e-07i,-2.51294369638022e-05-3.46041382564197e-07i,-1.68639290334522e-07+6.24518499899744e-07i,-6.0159874933297e-07+2.68078093843718e-07i,-1.46570867556215e-06+1.314676599769e-06i
7.78902306911339e-06-8.21058530834358e-07i,-2.92942756573331e-05-4.60755239223918e-07i,-5.08811749922479e-06+1.47839615075873e-07i,-1.64975442499733e-05+1.55240140793612e-06i,3.61356762635644e-05+6.92645155358565e-07i,-1.94630680066513e-05+5.97570610046805e-07i,8.30113899598005e-07+5.42882613041319e-06i,1.49986756755285e-06+4.35271258065984e-07i,4.48536841221819e-06-7.40640745248535e-07i,-1.43124226241058e-05+9.2414876201093e-07i,2.37343248933856e-05+5.48889551964031e-07i,-1.22070758614451e-07-1.4298202856174e-06i,-6.80718472950409e-06-9.97235547719342e-07i,-6.58921233982976e-06+5.04084112541937e-07i,-3.8322941738683e-08+4.87825208274825e-07i
6.82331657418865e-06-6.34676628652387e-07i,-2.41698226166602e-05-3.70214123216357e-07i,-4.35863301664244e-06+2.3723196122286e-07i,-1.61604912406558e-05+1.07892120801474e-06i,3.14070530567118e-05+5.55302771197184e-07i,1.84492009330098e-06-3.99919562277704e-06i,-1.7525398372887e-05-6.98475630252134e-07i,1.03949708374525e-06+4.13436155722854e-07i,4.15195577895973e-06+1.3222083242725e-08i,-1.22162220435544e-05+1.14561128338974e-06i,2.09464263515983e-05+5.32233685447484e-07i,1.15966324743987e-08-1.41580445087877e-06i,-7.23481089094107e-07-1.22682799644854e-06i,-1.15070996339235e-05-1.5638078331083e-07i,-2.80381708313374e-08+3.2765923570556e-07i
9.41664309479685e-06-9.52522557882525e-07i,-3.84318344287015e-05-4.86078773524636e-07i,-1.72796843705618e-05+3.10639505124547e-07i,-6.83061517636365e-06+2.16277433011665e-06i,4.54253894609714e-05+4.37326992043955e-07i,1.46266092156879e-06-5.51493712105187e-07i,-2.41234750539554e-05+1.27126053287016e-07i,2.78291932052635e-06+2.12642302263858e-06i,-2.04446836944501e-05+8.41650218563407e-07i,3.22100687401941e-05+6.50669124699209e-07i,6.54618284734599e-06-1.11689269346573e-06i,-2.90140954168722e-07-1.34610489559105e-06i,-2.65227655915957e-06-8.11989716924769e-07i,-1.53344043863557e-05-4.55637173544628e-08i,-1.92192470862515e-07+4.11017990115589e-07i
5.35329962223663e-06-2.71717139568648e-06i,-2.01530609496358e-05-1.11757193908032e-06i,-1.26857907698519e-05+4.42757294839939e-07i,-3.93726008047128e-06+1.63524917319374e-06i,2.60655428362001e-05+4.85296283758179e-07i,1.04350469171769e-06-1.27229760093165e-06i,1.22717062228033e-06-1.3263192854205e-06i,-1.36091461281225e-05-3.09074953288423e-07i,-1.13714137058579e-05+9.13742455254447e-07i,-1.36366857976863e-08+2.59490709026509e-06i,1.82625526364609e-05+5.97473217006071e-07i,4.16068013368143e-06-7.26371885179075e-07i,3.2249427197785e-07-1.83555724260033e-06i,-1.00914867908792e-05-1.7028356686851e-07i,1.78446123237116e-06+2.59603769427155e-07i
3.50393240949263e-06-9.16996678067715e-07i,-1.35883363967844e-05-5.3524409608588e-07i,-7.53637600918361e-06+5.77082324932788e-07i,-2.60928076702056e-06+2.14779640587798e-06i,1.72359423087355e-05+5.49735551969352e-07i,1.31643964883671e-06-7.02413253289968e-07i,-1.0351214994784e-05-7.49435912389283e-08i,8.45466167225783e-07+1.13551888975017e-06i,-8.96012289680991e-06+1.07000564805597e-06i,1.51200473322728e-05+9.09282330775226e-07i,3.59134008671134e-06-1.76564709412203e-06i,6.86455239652563e-08-1.45179834783617e-06i,-1.01795532821762e-06-1.28369236948181e-06i,-8.38185635749989e-06-9.68377559959186e-08i,-1.63870824193446e-07+4.86597970341929e-07i
2.40149364371863e-06-8.83275738638224e-07i,-9.57280387702275e-06-4.57616654072351e-07i,-1.7534941759811e-06+1.98024738249436e-07i,-5.29506544427443e-06+1.06885076823072e-06i,1.3201784148417e-05+4.58968003598346e-07i,4.87185905385252e-08-6.5443213803035e-07i,7.92221582775848e-08-2.28936139083728e-06i,-7.45842555161311e-06-3.50886892250963e-07i,2.31952142332099e-06-3.31443572769628e-07i,-3.02718388426265e-07-1.35053271782865e-06i,-7.05392394265056e-06+6.04093525636777e-07i,1.2200017038428e-05+2.15828150705761e-07i,2.00336073147902e-06-4.57254900456535e-06i,-7.52703122375373e-06-1.40564256034156e-07i,-4.97566021504137e-08+3.39254956512146e-07i
1.3359714499994e-05-1.02304577379335e-06i,-4.24989765330408e-05-4.8649321393224e-07i,-3.29275101933548e-05+4.19654104890911e-06i,6.28483923330596e-05+2.14042418250847e-06i,-9.3021531255363e-06-1.41318556329058e-06i,-3.55458954491677e-05-1.87901012363279e-07i,-3.29766907410849e-05+2.17847959018809e-06i,5.92617103885531e-05+1.24404826956515e-06i,5.08732856473097e-06-1.59614198907306e-06i,9.12498407377814e-08-1.13389406470814e-06i,-3.16171380392897e-05+7.45238344942368e-08i,7.41746761999421e-06+1.04341859023998e-06i,-2.04311952677503e-06+5.16764892539216e-07i,3.16310380971846e-06+1.51346425997411e-06i,7.85709444603551e-06-3.77753574211977e-07i
3.4379650731262e-06-1.28982512492734e-06i,-1.22295387934743e-05-7.06611863210478e-07i,-9.00011619484162e-06+1.63894634168142e-07i,-2.99672969376068e-06+2.88924503977322e-06i,1.73072189900207e-05+5.46289285324299e-07i,1.66470692280082e-06-7.5233266283403e-07i,-6.03674146751437e-07-3.92513744474571e-06i,-1.09949512693218e-05-4.56005199898142e-07i,-9.96535844094932e-06+1.10160411330085e-06i,1.09857275848695e-06+5.41863511136516e-06i,1.74821597012897e-05+1.14758543026861e-06i,4.46693101767645e-06-2.60790432481901e-06i,-1.59082839684601e-08-1.09414871579447e-06i,-1.12912212571708e-05-1.96942350326649e-07i,-2.05071271304144e-07+5.24133760725162e-07i
