rho,Ex,Ey,Ez,Gxy,Gyz,Gxz,vxy,vyz,vxz,alpha,beta
401.381330344067,14089915239.715,1099013388.69777,605866355.307745,859484829.622615,901754575.34176,42269745.719145,0.467,0.372,0.435,19.0001,1e-06
430.371258774151,16492642874.3814,1208307211.19042,1111393564.43185,675416715.201632,1365617542.10084,63719874.3125469,0.601981941401637,0.262971284540144,0.654079098476782,10.5251076496774,1.06159510601795e-06
352.900667571702,21082785058.6877,1044657943.26843,353717730.437747,626544645.756385,1647212289.1294,27575852.9745886,0.145538980384717,0.136068558708664,0.869292207640089,10.9853928638634,9.42678269775446e-07
354.965526847817,15494967275.133,708813958.352744,1033645708.51651,1069293897.40063,767350202.867569,43389855.081297,0.389738836961253,0.241691285913833,0.403912145588115,11.8431220937616,6.83907788282417e-07
414.767832530078,8904450126.58687,2070652424.1858,1158579498.14575,988766122.676957,504783764.035317,31058960.097787,0.780227435151377,0.0811257688657853,0.92938597096873,10.3175065338785,6.68990029462704e-07
408.735730601949,13903810459.8207,1028521118.77823,573624419.531638,693045138.572436,917100013.181635,43180368.27625,0.194764289567049,0.225921780972399,0.170708047147859,16.6936661314834,1.62316091656495e-06
412.462194646947,13183915148.9368,891412272.63218,1118889316.65292,799499141.250605,617536249.940647,76498176.9043854,0.801014622769739,0.0292202775621463,0.928854139478045,14.4033050287989,9.08719846112552e-07
386.417483472379,13929416646.1141,1271613575.52391,446695315.304419,824116021.722072,1736938993.52237,46226677.377741,0.72122749858174,0.106761861607241,0.65375734866856,23.7144081626178,1.3582710817315e-06
437.952277744157,21953545495.3652,1571670645.1554,1095067764.48185,1531468753.6834,752210349.387087,59071617.3102082,0.978680649641159,0.712694471678914,0.500471624154843,19.0009525569148,9.7992214114606e-07
405.420565146712,7884982410.74241,1498992506.75107,328640776.283009,491148707.780899,940800264.336952,25223626.4527361,0.80336439160244,0.0604711791698936,0.399257770613576,12.3475083936256,1.31921050581661e-06
400.544144509979,12917626794.9606,1443795629.35732,760935860.725739,680698302.029718,840120705.394288,21789509.7221275,0.301454948712065,0.701098755900926,0.666338851584426,16.5758723020292,6.98118402542975e-07
382.608140211482,19672495215.4354,1465046201.54046,410857638.563428,539768849.344041,1801850634.22062,28368116.8216478,0.226187679752676,0.384619124369411,0.582986382747674,25.4287954073679,6.90433267179954e-07
432.983920003187,11137241961.6867,1356382287.983,463657955.613198,1417077790.23996,1772242433.44031,61734861.5217282,0.695949313301608,0.699887849928292,0.638530758271838,34.43989098632,1.75930744896381e-06
407.622368347044,8014429724.40627,900751082.336512,643265613.814436,1124972315.25767,818449763.599874,69320795.5629324,0.943622624548388,0.637709098072174,0.957693939841583,15.6778504691588,6.05629203329022e-07
423.278291595002,19053011906.2422,867192528.817321,814051929.290986,1194925427.64201,512190077.728865,31904787.990669,0.721758033391102,0.47348599296532,0.152721200438232,16.0448702609609,1.56103930546272e-06
439.196802847746,17116125079.0263,760237297.320675,894775956.39649,638467960.445719,1654583195.94587,32508037.7115802,0.607303940685635,0.450137696965896,0.458725493648868,11.2312149213905,1.15241876132601e-06
376.954970668082,21706515227.9276,934400980.083795,802178685.073186,787424409.607486,1518426931.106,70414364.2950169,0.993704624120852,0.218676632399634,0.105798273250228,20.548202958595,1.73988206471601e-06
437.583175552492,7940954646.87401,994145526.595704,574587239.70632,744155869.234259,1376987606.36017,53082040.6085253,0.586092067231462,0.262145317727807,0.0444540922782385,13.1486078419627,6.38874202829155e-07
390.541272413553,10465782732.9987,1035712759.52888,833425014.57331,738493612.024187,1327996062.0172,37819057.4730515,0.216018915961394,0.790407217966913,0.949303911849797,9.87202680527541,8.30857880214071e-07
313.338565169994,18916116166.2113,1031583403.09705,1009979935.99265,1321637132.30818,601698937.562876,72871391.2992069,0.18971040601758,0.495005824990221,0.147608221976689,22.345107706934,6.54752348656045e-07
458.065713788114,23972938948.1668,1232124851.45022,1126437471.92725,1197549780.34575,1051068838.63031,68933265.578501,0.666416217319468,0.0834828136026227,0.625959785171583,32.8868395462131,1.225132938968e-06
424.758713336609,20564283574.8888,1957897003.70481,1190288946.91108,1321937664.76952,1048644061.51607,78479114.1835631,0.14651491061489,0.189072174472614,0.0426524109111434,32.7831798527312,9.84296511212103e-07
336.063633857728,11016437728.0977,1183849920.55994,842351794.105583,858725056.62131,966322106.993024,39952652.0550803,0.0520778902858696,0.93120138460825,0.728661681678271,33.209416208227,7.70294332292698e-07
423.66355571795,7938321660.43576,1891271397.91533,1132249247.61186,1692150831.35444,1549104015.76663,66410757.4472428,0.0542394844411296,0.177107533789109,0.662808061960974,12.0447571618966,5.30889548744951e-07
463.127708947719,9640236841.50707,1312686539.80715,484654908.661548,545019040.882053,642591693.10189,75657914.1086976,0.505428142457703,0.761425886690113,0.631069999213594,17.8928132564298,5.13283200467252e-07
418.266788668151,8184302307.84159,1708395511.81185,1096781377.09029,917537790.043581,549307597.797992,69813460.8683474,0.337583864052045,0.607865907262946,0.741254049502218,9.69644678218637,5.48447339253222e-07
430.584713553904,8846894051.14438,1207903870.47222,596917350.921374,1530700674.81384,1440932173.87168,62080821.7579,0.734957541696052,0.970598525086614,0.866930291751916,30.337492506503,1.88601627914141e-06
412.233806613239,12208018484.523,955261123.398783,830071408.027041,1027843529.22438,1423625095.57781,36675468.2348431,0.104846247115757,0.112283962156027,0.784427890743913,13.4078864752826,8.88271631047802e-07
456.952515778742,17007469992.6674,2119826847.26778,564961284.675987,1194257943.24228,1367238980.11108,39422553.9731498,0.772722130862935,0.696432989006095,0.12533218110918,13.0618240680927,7.66178838907639e-07
352.035764508884,8346194244.6005,558101301.685131,559280918.739787,1126910397.13334,1303797388.5173,44908163.5267527,0.0773468081126768,0.913800410779568,0.706715217696931,12.0518262122883,5.98594092710998e-07
385.691385026687,11461145521.7336,732166635.22762,754300291.337941,1698229834.69782,604565144.247177,32031685.7396176,0.597490191872579,0.335311330705246,0.299225023333107,17.1454685600603,1.9656704027879e-06
462.522515166919,12999999050.1678,944718852.460679,676533637.446295,1276412954.25479,833523120.282002,39283632.8657317,0.0985187376881084,0.823574473927839,0.17500973738208,15.5329728271436,1.30738026793295e-06
354.981605008357,18767406859.9326,1965891796.4467,625930477.996166,1207923945.1295,589378112.515888,80604775.7964255,0.794657885388753,0.577394196706649,0.440035595760254,30.7499081899344,1.49723774355239e-06
449.01160887312,21189721908.8034,800817516.769416,341821974.349822,1319016147.66842,1210519283.24929,60463702.2702954,0.652451072968615,0.604990641908259,0.387245431483135,31.0134871372828,8.1742786365585e-07
428.422338250967,7399107438.06571,1012314699.38158,414473349.02042,1247585664.21058,784853534.771826,71145061.809325,0.0216498146303065,0.910569988523029,0.800558656278811,36.380784335442,7.6532203619292e-07
348.26516410916,22913381248.2036,970765470.490795,747977437.38146,989258202.880727,955953099.879105,32762001.493193,0.89900489890614,0.625937626080496,0.137868992412558,30.5692450672134,1.97220848379194e-06
436.330647214843,9611309940.82421,595467284.768681,367725530.550252,1059647647.50168,1694687230.366,36117626.4762552,0.583570618757714,0.511819919958475,0.0825927269986994,25.7126331094102,1.97660452462657e-06
465.482985392662,28071510347.394,939144642.2492,1176906076.83138,727509869.390513,1598889967.16702,40354709.1825814,0.623716412667442,0.23644493264091,0.177123754498317,15.3694581692288,1.45220886332966e-06
449.26332938088,21611722593.4175,2054008267.2083,368299435.355479,586364191.415385,540236911.990116,41837064.2293183,0.811602580995323,0.485651669898018,0.894447755567393,10.3392002800477,1.11459031160952e-06
384.287790103434,12540093807.4639,2038353814.73032,1111757288.52658,1226612075.55653,1115177129.57187,35645564.6885359,0.492345104384938,0.69474323313261,0.972733885079784,24.5662717276674,1.66630397133859e-06
417.248581454338,23609151674.2811,1624500545.97658,1156204400.42885,457179430.59164,772685528.758563,56020418.150274,0.588209385389494,0.366156800454938,0.806759544661106,23.7338957603291,1.18121730583927e-06
390.188365756369,13943300354.3139,1927776579.0809,516889920.765967,816032333.456359,1737735689.28284,22922790.0219,0.152234012862946,0.348007659716113,0.121658454307726,22.2848226457218,1.35022483281023e-06
378.032587995857,8373332144.79811,2044254200.24997,544685951.987848,470483252.327295,759614160.621864,62218204.7875208,0.98477623697061,0.715678067126622,0.83896959733,33.958221172016,5.54791789919732e-07
425.707596137855,13676019972.4686,1232463091.92073,465966690.377133,1287540020.09086,908766210.353536,54680960.2440709,0.88401673572382,0.943731541195791,0.549158087419903,16.3868125814843,1.57622685679709e-06
382.38647492821,12524297060.5639,1049274051.76477,452392650.987937,1348399496.91986,1592205700.23656,77244720.8577367,0.896198856849495,0.82657889231356,0.390026512813998,34.189292355055,9.50393580652115e-07
397.683775485555,19579492545.7386,1833965406.64643,738708236.342455,987955741.55291,744887307.054867,40427824.6775381,0.657530542095911,0.950915198264959,0.722348514327498,9.85369458107881,1.34955293425657e-06
437.375012009133,9733097139.34489,833692050.737729,1087973220.06017,1019971034.95703,908680198.091924,51806610.9886658,0.731387066161933,0.360031042085772,0.454212371853399,18.1240712372765,9.27910919820171e-07
336.154919491554,21854998346.1551,1613947552.16552,563624047.418622,1192539625.95947,1704701173.4578,66298625.0238402,0.599585548122814,0.0559761573877905,0.0563430185433568,22.4544979363489,9.59380047966325e-07
407.384248333227,7321416787.49737,1027770445.50369,1008429984.07687,1061274972.64578,938058160.052592,73030980.2365068,0.0829626491105439,0.661596193082714,0.516979014706213,19.6459802070355,6.43156022083576e-07
369.390277890564,26448401512.0072,1297897834.96097,569898905.708634,1619130062.67382,1182946576.89354,40238503.0688676,0.140255359269444,0.26013019411244,0.0868151008658337,25.8426261562737,8.67189905317367e-07
387.548639220713,10670050249.9027,876524045.410072,560340595.075191,532199245.864791,897306151.308314,59719307.7643578,0.523780036965869,0.26487259354859,0.0683572204708291,16.9838745009949,5.03394122964307e-07
377.142919349819,7512452637.42707,1170287665.52981,868203271.82856,583849629.499499,754347393.265137,29069451.46404,0.62525518017904,0.543062175343852,0.439037203387669,10.4260881367223,1.10546426635788e-06
388.541718818424,14136668586.584,1673898908.32532,923834771.553815,990222616.70174,1348416769.31284,54573158.8415287,0.971499638311263,0.056932885435248,0.450323812733453,11.2508652260655,6.47849468032519e-07
461.914735679603,19349337213.2721,1581332454.74138,787675642.341085,1249544057.88272,787996130.822921,49166653.5444369,0.0915131672126108,0.614626958012946,0.0109790922908117,14.9117292927244,1.18994859761919e-06
401.987931468076,22254453523.7103,808177929.296281,574373248.556357,978709442.309783,506246319.189234,42112877.8588083,0.699633767225763,0.725182355023387,0.229886078857496,36.9010530098618,1.69274577538635e-06
443.273055722988,22843362580.9853,993335963.139779,1197724192.52274,507095030.97655,740287332.275908,43234251.6047689,0.291457127647727,0.850357337374621,0.911647424007853,20.1157821662682,1.65996486406639e-06
387.420472137688,10643103472.6355,646951639.664499,1015741715.27506,1005113565.70941,1709922780.12971,23714550.1780516,0.552175026715835,0.0329398927498766,0.0538629264355561,13.1288114718946,9.42529962202884e-07
419.476145973426,8674116457.03897,606049057.434529,487327964.088458,997332157.714193,957599248.479754,76187673.8329681,0.471101865015748,0.403969372170941,0.179231476423447,27.071905102963,5.16674712940232e-07
417.622750522114,12785974429.432,1856205910.64366,745609547.856104,753433923.048264,1582005311.74203,66351025.0566143,0.463489247762243,0.00933251202776941,0.91502591173579,17.655625243036,8.3432941962222e-07
361.179279099498,7064952029.64958,582900515.64003,429238272.038058,820778914.432493,565640015.507416,21500408.4272379,0.762109709211147,0.347567150448759,0.461231759391499,17.7965698567347,9.36554782372268e-07
378.100824571364,7656325686.44713,1520210589.07255,1186268713.18731,673206876.284378,571514465.632359,57933196.0132404,0.831129575710113,0.156501846750202,0.457308720551409,13.1753106302179,1.5088491629765e-06
338.423331993827,26268768920.9722,1835546303.24745,1085013964.60637,1001331669.85264,1050989197.80509,72275004.0979225,0.323186272761264,0.769596929272335,0.234118002458998,10.1913122167119,1.49229588547544e-06
421.884202170504,19523505454.8057,1811345979.64758,1003287479.94756,681887703.589249,729852417.495608,44216673.1673574,0.60197976627551,0.857168709122209,0.988277139258114,21.1660453282394,7.62964033730157e-07
407.123662539496,12814988321.4079,549881965.898354,655399956.154822,608283733.06499,648617266.611745,34906620.739053,0.414428880924032,0.731407467972937,0.781374000275963,20.6454871171208,8.38132316524053e-07
369.651384116322,10327647678.0746,2049591118.75687,924870471.667057,1420641683.6461,1034246829.63269,67004450.8080375,0.821442194126392,0.841086330045423,0.354506244400439,22.2120090887808,1.65982828204305e-06
